Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State,Website,MainPhone,MainEmail,ContactName1,ContactTitle1,OTCMarketsURL
CGLD,BUSCAR COMPANY,Pink Current,0.15,7.1429,2634,Common Stock,USA,California,,,,,,
LCTC,LIFELOC TECHNOLOGIES INC,Pink Current,3.11,,0,Common Stock,USA,Colorado,,,,,,
LRDR,LAREDO RES CORP,Pink Current,0.0198,0,125499,Common Stock,USA,Nevada,,,,,,
DSOL,DRUG FREE SOLUTION INC,Pink Current,0.071,14.5161,10000,Common Stock,USA,Illinois,,,,,,
LFAP,LGBTQ LOYALTY HLDGS INC,Pink Current,0.008,-13.0435,241428,Common Stock,USA,Florida,,,,,,
BTHE,BOSTON THERAPEUTICS INC,Pink Current,0.0252,,0,Common Stock,USA,Massachusetts,,,,,,
ARRT,ARTISAN CONSUMER GOODS,Pink Current,0.1078,,0,Common Stock,USA,New York,,,,,,
SAMLD,SAMSARA LUGGAGE INC NEW,Pink Current,2.9,-58.5714,29955,Common Stock,USA,New Jersey,,,,,,
CHNO,CHILL N OUT CRYOTHERAPY,Pink Current,0.3501,15.9272,3513,Common Stock,USA,Georgia,,,,,,
MJNE,MJ HOLDINGS INC,Pink Current,0.67,-8.8435,50923,Common Stock,USA,Nevada,,,,,,
ROSN,ROSINBOMB,Pink Current,1,0,1829,Common Stock,USA,Arizona,,,,,,
UMAX,UMAX GROUP CORP,Pink Current,0.286,0.3509,2625,Common Stock,USA,Nevada,,,,,,
FSTJ,FIRST AMERICA RES CORP,Pink Current,0.99,,0,Common Stock,USA,Illinois,,,,,,
MDMP,MDM PERMIAN INC,Pink Current,0.27,0.0371,4453838,Common Stock,USA,Texas,,,,,,
CLOQ,CYBERLOQ TECHNLOS INC,Pink Current,0.46,-2.1277,334616,Common Stock,USA,Florida,,,,,,
ALKM,ALKAME HOLDINGS INC,Pink Current,0.0023,-12.7135,98394070,Common Stock,USA,Nevada,,,,,,
GFOO,GENUFOOD EGY ENZYMES,Pink Current,0.02,,2,Common Stock,USA,California,,,,,,
BMIX,BRAZIL MINERALS INC,Pink Current,0.02085,-1.1848,21169420,Common Stock,USA,California,,,,,,
OAKV,OAK VIEW NATL BK VA,Pink Current,9,5.7579,300,Common Stock,USA,Virginia,,,,,,
UNQL,UNIQUE LOGISTICS INTL INC,Pink Current,0.2532,-7.9273,200865,Common Stock,USA,New York,,,,,,
EPGG,EMPIRE GLOBAL GAMING INC,Pink Current,0.5098,-0.0392,15700,Common Stock,USA,New York,,,,,,
PUGE,PUGET TECHNOLOGIES INC,Pink Current,0.003,-11.7647,55867626,Common Stock,USA,Florida,,,,,,
RJDG,RJD GREEN INC,Pink Current,0.0175,-2.7778,741569,Common Stock,USA,Oklahoma,,,,,,
RBAZ,REPUBLIC BANK AZ,Pink Current,8.6,,0,Common Stock,USA,Arizona,,,,,,
LZGI,LZG INTERNATIONAL INC,Pink Current,0,,0,Common Stock,USA,Utah,,,,,,
ATVK,AMERITEK VENTURES,Pink Current,0.042,-14.2857,4332599,Common Stock,USA,Nevada,,,,,,
AXXA,EXXE GROUP INC,Pink Current,0.085,2.8433,7973833,Common Stock,USA,New York,,,,,,
AMNC,AMINCOR INC A,Pink Current,0.10471,30.8875,100,Common Stock,USA,New York,,,,,,
AMNCB,AMINCOR INC B,Pink Current,0.05,0,100,Common Stock,USA,New York,,,,,,
AVRN,AVRA INC,Pink Current,0.05,-15.2542,71124,Common Stock,USA,Georgia,,,,,,
IQST,IQSTEL INC,Pink Current,0.91,-8.9545,1700366,Common Stock,USA,Florida,,,,,,
AFHIF,ATLAS FINANCIAL HLDGS INC,Pink Current,0.239,4.2757,143515,Common Stock,USA,Illinois,,,,,,
FFLO,FREE FLOW INC,Pink Current,0.4625,,0,Common Stock,USA,Virginia,,,,,,
TRTK,TORTEC GROUP CORP,Pink Current,4,,0,Common Stock,USA,Wyoming,,,,,,
MUSS,MULTI SOLUTIONS II INC,Pink Current,0.13,,12,Common Stock,USA,Florida,,,,,,
ALLM,ALLIANCE BIOENERGY PLUS,Pink Current,0.46195,-5.7245,310196,Common Stock,USA,Florida,,,,,,
SSET,STARSTREAM ENTMT INC,Pink Current,0.0899,-5.2687,927663,Common Stock,USA,Florida,,,,,,
NPFC,NEWPOINT FINL CORP,Pink Current,0,,0,Common Stock,USA,Connecticut,,,,,,
SNNC,SIBANNAC INC,Pink Current,0.5,31.5789,33579,Common Stock,USA,Arizona,,,,,,
BDGY,BRIDGEWAY NATIONAL CORP A,Pink Current,0.086,,19,Common Stock,USA,Florida,,,,,,
BENH,BIO-EN HOLDINGS CORP,Pink Current,0.8,,0,Common Stock,USA,New Jersey,,,,,,
LVDW,LIQUIDVALUE DEVELOPMENT,Pink Current,0,,0,Common Stock,USA,Maryland,,,,,,
RTSL,RAPID THRAPTIC SCINCE LAB,Pink Current,0.68,9.6774,5125,Common Stock,USA,Texas,,,,,,
BPSR,BIOTECH PROD SRVC RES,Pink Current,0.08,23.0769,19931631,Common Stock,USA,Florida,,,,,,
FGEB,FIRST GENERAL BANK,Pink Current,0,,0,Common Stock,USA,California,,,,,,
SKYI,SKY CENTURY INVESTMENT,Pink Current,0.6,,0,Common Stock,USA,Nevada,,,,,,
ABILF,ABILITY INC ORD,Pink Current,0.275,-8.3333,533,Common Stock,USA,Florida,,,,,,
BLGI,BLGI INC,Pink Current,0.124,0,4017,Common Stock,USA,Illinois,,,,,,
VRVR,VIRTUAL INTERACTIVE TECH,Pink Current,2.25,,0,Common Stock,USA,Colorado,,,,,,
ATAO,ALTAIR INTERNATIONAL CORP,Pink Current,0.175,-4.8913,538265,Common Stock,USA,Pennsylvania,,,,,,
BIIO,BIONOVATE TECHNOLOGIES,Pink Current,7.79,-0.1282,2812,Common Stock,USA,Nevada,,,,,,
CQCQ,MAKINGORG INC,Pink Current,3.25,,0,Common Stock,USA,California,,,,,,
PRKI,PERK INTERNATIONAL INC,Pink Current,0.027,,0,Common Stock,USA,Arizona,,,,,,
DPWW,DIEGO PELLICER WORLDW INC,Pink Current,0.057,-5,616249,Common Stock,USA,Nevada,,,,,,
HLOC,HELO CORP,Pink Current,1.08,,0,Common Stock,USA,California,,,,,,
PRPI,PERPETUAL INDS INC,Pink Current,0.288,,0,Common Stock,USA,Indiana,,,,,,
GTEH,GENTECH HOLDINGS INC,Pink Current,0.0026,-10.3448,501805449,Common Stock,USA,Colorado,,,,,,
TLCC,TWINLAB CONSOLIDATED HLDG,Pink Current,0.2,,0,Common Stock,USA,Florida,,,,,,
BDPT,BIOADAPTIVES INC,Pink Current,0.0291,7.2021,265090,Common Stock,USA,Nevada,,,,,,
WINH,WINHA INTL GROUP LTD,Pink Current,1.2,,0,Common Stock,USA,Nevada,,,,,,
RNWR,808 RENEWABLE ENERGY CORP,Pink Current,0.62,1.5561,368511,Common Stock,USA,Florida,,,,,,
LFER,LIFE ON EARTH INC,Pink Current,0.109,-0.9091,59198,Common Stock,USA,New York,,,,,,
SGRB,SIGMABROADBAND CO,Pink Current,0.1508,,0,Common Stock,USA,Georgia,,,,,,
HITC,HEALTHCARE INTEGRTED TECH,Pink Current,0.3,-6.25,5600,Common Stock,USA,Tennessee,,,,,,
APYP,APPYEA INC,Pink Current,0.0024,1.4799,74891291,Common Stock,USA,Texas,,,,,,
XALL,XALLES HOLDINGS INC,Pink Current,0.025,-2.5721,871069,Common Stock,USA,Washington DC,,,,,,
BKRP,BLACK ROCK PETROLEUM CO,Pink Current,3.5,0,2455,Common Stock,USA,Washington,,,,,,
ACMB,AGRO CAPITAL MGMT CP,Pink Current,9.75,,0,Common Stock,USA,Nevada,,,,,,
USLG,US LIGHTING GROUP INC,Pink Current,0.3,,0,Common Stock,USA,Ohio,,,,,,
NUKK,NUKKLEUS INC.,Pink Current,0.3,30.4348,14776,Common Stock,USA,New Jersey,,,,,,
PTCO,PETROGAS COMPANY,Pink Current,0.49,0,104,Common Stock,USA,Texas,,,,,,
BANM,BANNER ENERGY SVCS CORP,Pink Current,0.66,3.3187,750,Common Stock,USA,Arkansas,,,,,,
NGLD,NEVADA CANYON GOLD CORP,Pink Current,0.68,54.5455,1800,Common Stock,USA,Nevada,,,,,,
GWHP,GLOBAL WHOLEHEALTH PTNRS,Pink Current,0.71,-4.0541,59714,Common Stock,USA,California,,,,,,
WEWA,WEWARDS INC,Pink Current,0.025,,0,Common Stock,USA,New York,,,,,,
ASCK,AUSCRETE CORP,Pink Current,0.1501,-11.7059,7752,Common Stock,USA,Washington,,,,,,
MSRT,MASSROOTS INC,Pink Current,0.0222,2.069,1039663,Common Stock,USA,Colorado,,,,,,
BMXC,BEMAX INC,Pink Current,0.0032,3.2258,74735813,Common Stock,USA,Georgia,,,,,,
LCLP,LIFE CLIPS INC,Pink Current,0.0047,2.1739,6820953,Common Stock,USA,Georgia,,,,,,
CFCX,CENTRIC FINANCIAL CORP,Pink Current,9.51,-1.4508,500,Common Stock,USA,Pennsylvania,,,,,,
BLBX,BLACKBOXSTOCKS INC,Pink Current,2.5,,12,Common Stock,USA,Texas,,,,,,
ARSN,AUREUS INC,Pink Current,0.0025,0,19601159,Common Stock,USA,Georgia,,,,,,
CLOW,CLOUDWEB INC,Pink Current,0.194,-2.7569,14249,Common Stock,USA,California,,,,,,
BDIC,BLOW & DRIVE INTERLOCK CP,Pink Current,0.36,-1.6393,50133,Common Stock,USA,California,,,,,,
RBNW,RENEWABLE ENRGY & PWR,Pink Current,0.002,-13.0435,123418406,Common Stock,USA,New York,,,,,,
AGTX,AGENTIX CORP,Pink Current,1,0,200,Common Stock,USA,California,,,,,,
UGHB,UNIVERSAL GLOBAL HUB INC,Pink Current,2,62.6016,729,Common Stock,USA,New York,,,,,,
EDGS,EDGE DATA SOLUTIONS INC,Pink Current,0,,0,Common Stock,USA,Georgia,,,,,,
FRFR,FRITZY TECH INC,Pink Current,0.47,-5.9718,4894,Common Stock,USA,New York,,,,,,
BLNC,BALANCE LABS INC,Pink Current,1.25,,0,Common Stock,USA,Florida,,,,,,
SSOK,SUNSTOCK INC,Pink Current,0.0049,-13.2743,54974160,Common Stock,USA,California,,,,,,
WINSF,WINS FINANCE HOLDINGS INC,Pink Current,5.25,,51,Common Stock,USA,New York,,,,,,
VNJA,VANJIA CORP,Pink Current,5.15,,0,Common Stock,USA,Texas,,,,,,
LAAB,STARTECH LABS INC,Pink Current,0.44,-13.7255,30892,Common Stock,USA,New York,,,,,,
OPTI,OPTEC INTERNATIONAL INC,Pink Current,0.146,0.6897,5145052,Common Stock,USA,California,,,,,,
LPTV,LOOP MEDIA INC,Pink Current,2.5,19.0476,10669,Common Stock,USA,California,,,,,,
GBBT,GLOBAL BOATWORKS HLDG INC,Pink Current,0.28,1.486,601,Common Stock,USA,Maryland,,,,,,
NHHS,NORTHSTAR HEALTHCARE INC,Pink Current,1.5,,0,Common Stock,USA,New York,,,,,,
SIGY,SIGYN THERAPEUTICS INC,Pink Current,1.75,-12.5,500,Common Stock,USA,California,,,,,,
VCBDQ,VITALIBIS INC,Pink Current,0.002205,-23.9655,1023290,Common Stock,USA,Nevada,,,,,,
PNHT,PANAMERA HEALTHCARE CORP,Pink Current,0,,0,Common Stock,USA,Oklahoma,,,,,,
DREM,DREAM HOMES & DEV CORP,Pink Current,0.051,,0,Common Stock,USA,New Jersey,,,,,,
XNDA,XINDA INTL CORP,Pink Current,4,,0,Common Stock,USA,California,,,,,,
PVDG,POVERTY DIGNIFIED INC,Pink Current,0.0506,-4.3478,60786880,Common Stock,USA,Washington,,,,,,
APHE,ALPHA ENERGY INC,Pink Current,2.74,,0,Common Stock,USA,Texas,,,,,,
ARMT,AMERI METRO INC,Pink Current,0,,0,Common Stock,USA,Pennsylvania,,,,,,
WWIN,ALLYME GROUP INC,Pink Current,4.9,,0,Common Stock,USA,California,,,,,,
WCFB,WCF BANCORP INC,Pink Current,8.4,-1.1765,2325,Common Stock,USA,Iowa,,,,,,
SNDEQ,SUNDANCE ENERGY INC,Pink Current,0.62,-15.0569,180839,Common Stock,USA,Colorado,,,,,,
ODRS,OUTDOOR SPECIALTY PRODS,Pink Current,0,,0,Common Stock,USA,Utah,,,,,,
BBRW,BREWBILT MFG INC,Pink Current,0.0048,-15.7895,177323418,Common Stock,USA,California,,,,,,
FSSN,FISION CORP,Pink Current,0.02584,-8.9339,467000,Common Stock,USA,Minnesota,,,,,,
MSNI,MON SPACE NET INC,Pink Current,1.75,,0,Common Stock,USA,Nevada,,,,,,
AJIA,AJIA INNOGROUP HLDG LTD,Pink Current,0.97,,0,Common Stock,USA,Nevada,,,,,,
KEGX,KEY ENERGY SVCS INC DEL,Pink Current,5.59,-5.2542,1431,Common Stock,USA,Texas,,,,,,
INSEW,INSPIRED ENTMT INC  WTS,Pink Current,0.57,-16.1765,15354,Common Stock,USA,New York,,,,,,
RCCC,RC-1 INC,Pink Current,0,,0,Common Stock,USA,North Carolina,,,,,,
MDVP,MED SPA VACATIONS INC,Pink Current,0,,0,Common Stock,USA,North Carolina,,,,,,
OZSC,OZOP ENERGY SOLUTIONS INC,Pink Current,0.12275,-5.5769,39265104,Common Stock,USA,New York,,,,,,
CMRB,FIRST COMMERCE BK LKEW0OD,Pink Current,5.26,,0,Common Stock,USA,New Jersey,,,,,,
ASFT,APPSOFT TECHNOLOGIES INC,Pink Current,1,,0,Common Stock,USA,New York,,,,,,
CRCW,THE CRYPTO COMPANY,Pink Current,3.2,-2.1407,11643,Common Stock,USA,California,,,,,,
GXXM,GEX MGMT INC,Pink Current,0.0094,4.4444,50800,Common Stock,USA,Texas,,,,,,
HRRB,HORIZON BANCORP INC AZ,Pink Current,8.2,,0,Common Stock,USA,Arizona,,,,,,
BDVB,BAGGER DAVE'S BURGER,Pink Current,0.0331,-12.8947,516,Common Stock,USA,Michigan,,,,,,
CKSG,CHINA KING SPIRIT GRP LTD,Pink Current,0,,0,Common Stock,USA,California,,,,,,
QURT,QUARTA-RAD INC,Pink Current,0.511,,0,Common Stock,USA,Delaware,,,,,,
HPMM,HEMP NATURALS INC,Pink Current,0.0072,-15.2941,35227804,Common Stock,USA,Florida,,,,,,
BKYT,BUCKEYE ST BANCSHARES B,Pink Current,0,,0,Common Stock,USA,Ohio,,,,,,
PLYN,PALAYAN RES INC,Pink Current,0.275,-5.1724,251793,Common Stock,USA,Florida,,,,,,
QNTA,QUANTA INC,Pink Current,0.068,30.7692,12180803,Common Stock,USA,California,,,,,,
SEDO,SEEDO CORP,Pink Current,0.59,15.6863,12555,Common Stock,USA,Maryland,,,,,,
SSBP,SSB BANCORP INC,Pink Current,9.5,,0,Common Stock,USA,Pennsylvania,,,,,,
NMBF,NMB FINL  CORP,Pink Current,4.55,,0,Common Stock,USA,New Jersey,,,,,,
OMWS,OMNIA WELLNESS INC,Pink Current,2.5,,0,Common Stock,USA,New York,,,,,,
ARGC,ARION GROUP CORP,Pink Current,1,,0,Common Stock,USA,California,,,,,,
EDVR,ENDEAVOR BK,Pink Current,9.4,,0,Common Stock,USA,California,,,,,,
CABT,COASTAL BK&TR JCKSNVLE NC,Pink Current,6.6,5.4313,400,Common Stock,USA,North Carolina,,,,,,
GPBI,GOLDEN PACIFIC BANCORP,Pink Current,2.6,-4.7619,100,Common Stock,USA,California,,,,,,
BLIS,BELISS CORP,Pink Current,0.25,-24.0122,11138,Common Stock,USA,Florida,,,,,,
SGBG,SIGNATURE BK GA SNDY SPGS,Pink Current,1.39,,0,Common Stock,USA,Georgia,,,,,,
CDAB,COEUR D ALENE BANCORP,Pink Current,9.98,,0,Common Stock,USA,Idaho,,,,,,
SGOU,STRONG SOLUTIONS INC,Pink Current,0,,0,Common Stock,USA,Nevada,,,,,,
BWMY,BORROWMONEY.COM INC,Pink Current,1,,0,Common Stock,USA,Florida,,,,,,
MCHN,MCHENRY BANCORP INC,Pink Current,0.085,,0,Common Stock,USA,Illinois,,,,,,
BWAL,BEACH COMM BK FT WLTN BCH,Pink Current,0,,0,Common Stock,USA,Florida,,,,,,
INSD,INSTADOSE PHARMA CORP,Pink Current,0.0985,,0,Common Stock,USA,Virginia,,,,,,
VADPD,TRADEFAN INC,Pink Current,0,,0,Common Stock,USA,New York,,,,,,
RGMP,REGNUM CORP,Pink Current,0.081,,0,Common Stock,USA,California,,,,,,
ADOB,ADORBS INC,Pink Current,0,,0,Common Stock,USA,New York,,,,,,
TBBA,TEB BANCORP INC,Pink Current,9.3675,,17,Common Stock,USA,Wisconsin,,,,,,
SDEC,SMART DECISION INC,Pink Current,0.0093,3.3333,470811,Common Stock,USA,Florida,,,,,,
GWBK,GATEWAY BK FSB OAKLND CA,Pink Current,0.35,,0,Common Stock,USA,California,,,,,,
ATCLF,ADVANCE TC LTD,Pink Current,1,,0,Common Stock,USA,New York,,,,,,
ASSF,ASSISTED 4 LIVING INC,Pink Current,1.95,,0,Common Stock,USA,Florida,,,,,,
ASAV,ASI AVIATION INC,Pink Current,2,,0,Common Stock,USA,Nevada,,,,,,
LXAM,LUX AMBER CORP,Pink Current,2.5,,0,Common Stock,USA,Texas,,,,,,
YAYO,YAYYO INC,Pink Current,3.56,-8.0103,116442,Common Stock,USA,California,,,,,,
VCTM,VICTORY COML MGMT INC,Pink Current,0,,0,Common Stock,USA,New York,,,,,,
DSWR,DESEO SWIMWEAR INC,Pink Current,0,,0,Common Stock,USA,California,,,,,,
HLTC,HEALTHCARE TR INC,Pink Current,0,,0,Common Stock,USA,New York,,,,,,
MPCB,MOUNTAIN PACIFIC BANCORP,Pink Current,7.99,,0,Common Stock,USA,Washington,,,,,,
GDMK,GLOBAL DVRSFIED MKTG,Pink Current,1.58,1.9355,1750,Common Stock,USA,New York,,,,,,
KLDI,KLDISCOVERY,Pink Current,8.05,,0,Common Stock,USA,Virginia,,,,,,
VONI,VERONI BRANDS CORP,Pink Current,1.75,-0.0057,100,Common Stock,USA,Illinois,,,,,,
BSFC,BLUE STAR FOODS CORP,Pink Current,2.37,,0,Common Stock,USA,Florida,,,,,,
OBTX,OBITX INC,Pink Current,2.93,-6.9841,5254,Common Stock,USA,Florida,,,,,,
CISO,CERBERUS CYBER SENTINEL,Pink Current,2.85,39.0244,100,Common Stock,USA,Arizona,,,,,,
CINV,CRUCIAL INNOVATIONS CORP,Pink Current,8,,16,Common Stock,USA,Nevada,,,,,,
FSBH,FIRST SOUTHN BK,Pink Current,7.4,,0,Common Stock,USA,Georgia,,,,,,
AEXL,AXELEREX CORP,Pink Current,0,,0,Common Stock,USA,Nebraska,,,,,,
HOJI,HOUSE OF JANE INC,Pink Current,0,,0,Common Stock,USA,Arizona,,,,,,
BTBD,BT BRANDS INC,Pink Current,0,,0,Common Stock,USA,North Dakota,,,,,,
SIRR,SIERRA INCOME CORP,Pink Current,0.03,,0,Common Stock,USA,New York,,,,,,
BBXIB,BBX CAPITAL INC B,Pink Current,6.76,,13,Common Stock,USA,Florida,,,,,,
TBBC,TRIAD BUSINESS BANK,Pink Current,9.8,,0,Common Stock,USA,North Carolina,,,,,,
LNBY,LANDBAY INC CLASS A,Pink Current,0,,0,Common Stock,USA,New York,,,,,,
UPYY,UPAY INC,Pink Current,0,,0,Common Stock,USA,Texas,,,,,,
LVCE,LIVECARE INC,Pink Current,0,,0,Common Stock,USA,Utah,,,,,,
GMGT,GAMING TECHNOLOGIES INC,Pink Current,0,,0,Common Stock,USA,New York,,,,,,
AUGX,AUGMEDIX INC,Pink Current,0,,0,Common Stock,USA,California,,,,,,
NUGX,NUGENEREX IMMUNO ONCOLOGY,Pink Current,1.44,-2.7027,27889,Common Stock,USA,Florida,,,,,,
SCTH,SECURETECH INNOVATINS INC,Pink Current,0,,0,Common Stock,USA,Minnesota,,,,,,
CEOS,CECORS INC,Pink Limited,0.2299,-4.2083,238400,Common Stock,Canada,Ontario,,,,,,
BINP,BIONOID PHARMA INC,Pink Limited,0,,0,Common Stock,Canada,Ontario,,,,,,
SNTW,SUMMIT NETWORKS INC,Pink Limited,0.9,,0,Common Stock,Canada,British Columbia,,,,,,
URBT,URBAN TV NETWORK CORP,Pink Limited,0.04445,-7.971,45830,Common Stock,USA,California,,,,,,
CRBO,CARBON ENERGY CORP,Pink Limited,2.82,,0,Common Stock,USA,Colorado,,,,,,
PVSP,PERVASIP CORP NEW,Pink Limited,0.0059,2.7875,81793320,Common Stock,USA,New York,,,,,,
VMHG,VICTORY MARINE HLDGS CORP,Pink Limited,2.88,20,565645,Common Stock,USA,Florida,,,,,,
VTMC,VALENTINE MARK CORP,Pink Limited,0.0003,,144,Common Stock,USA,New York,,,,,,
WTCG,W TECHNOLOGIES INC,Pink Limited,0.59,,0,Common Stock,USA,California,,,,,,
TORM,TOR MINERALS INTL INC,Pink Limited,2.55,-1.9231,1328,Common Stock,USA,Texas,,,,,,
SORT,GUNTHER INTL LTD,Pink Limited,0.51,0,650,Common Stock,USA,Connecticut,,,,,,
TMLL,TELE GROUP CORP,Pink Limited,3.16,,0,Common Stock,USA,New York,,,,,,
GPLA,GAMEPLAN INC,Pink Limited,0.25,,0,Common Stock,USA,Illinois,,,,,,
FMNJ,FRANKLIN MINING INC,Pink Limited,0.031,41.5525,499589,Common Stock,USA,Nevada,,,,,,
VKSC,VISKASE COS INC,Pink Limited,1.4,,0,Common Stock,USA,Illinois,,,,,,
BWTX,BAKKEN WATER TRANSFER SER,Pink Limited,0.018,,0,Common Stock,USA,North Dakota,,,,,,
SMKG,SMART CARD MKTG SYS INC,Pink Limited,0.201,0.5,358924,Common Stock,USA,Delaware,,,,,,
CMPD,COMPUMED INC,Pink Limited,0.2682,-6.6481,4713,Common Stock,USA,California,,,,,,
OBCN,OBOCON INC,Pink Limited,0.19,-2.5641,500,Common Stock,USA,Colorado,,,,,,
CAWW,CCA INDUS INC,Pink Limited,2.43,0,101,Common Stock,USA,Pennsylvania,,,,,,
BONL,BONAL INTL INC,Pink Limited,1.9,11.7647,351,Common Stock,USA,Michigan,,,,,,
ARCW,ARC GROUP WORLDWIDE INC,Pink Limited,0.8601,-9.4632,250,Common Stock,USA,Florida,,,,,,
ACBD,ANNABIDIOL CORP,Pink Limited,0.76,,0,Common Stock,USA,Massachusetts,,,,,,
CNGA,CONAIR CORPORATION NY,Pink Limited,0.88,,0,Common Stock,USA,New York,,,,,,
TMMI,TMM INC,Pink Limited,0.0191,-8.1731,293710,Common Stock,USA,South Carolina,,,,,,
RNVT,RENOVATE NEIGHBORHOODS,Pink Limited,0.071,1.1396,10100,Common Stock,USA,Georgia,,,,,,
NOXL,NOXEL CORP,Pink Limited,0.1865,,0,Common Stock,USA,Massachusetts,,,,,,
FTEG,FOR THE EARTH CORP,Pink Limited,0.0013,-7.1429,915644753,Common Stock,USA,Arizona,,,,,,
USEI,US ENERGY INITIATIVES CRP,Pink Limited,0.005768,-18.7606,405275239,Common Stock,USA,California,,,,,,
NRPI,NRP STONE INC,Pink Limited,0.49,9.1314,2052345,Common Stock,USA,Utah,,,,,,
PRPM,PROTEK CAPITAL INC,Pink Limited,0.0018,-5.2632,385591877,Common Stock,USA,Wyoming,,,,,,
TRSI,TROPHY RESOURCES INC,Pink Limited,0.0083,-6.7416,5684237,Common Stock,USA,Georgia,,,,,,
LVGI,LIMITLESS VENTURE GRP INC,Pink Limited,0.13205,1.4988,26261,Common Stock,USA,Oklahoma,,,,,,
HOPS,BETWEEN DANDELIONS INC,Pink Limited,2.08,,0,Common Stock,USA,New York,,,,,,
EBYH,E-BUY HOME INC,Pink Limited,0.261,,0,Common Stock,USA,New York,,,,,,
ECGS,ECO-GROWTH STRATEGIES INC,Pink Limited,0.4701,-2.5699,698,Common Stock,USA,California,,,,,,
TPII,TRIAD PRO INNOVATORS INC,Pink Limited,0.0889,17.9045,1227031,Common Stock,USA,Nevada,,,,,,
HUBV,HUBB VENTURES INC,Pink Limited,2.25,,0,Common Stock,USA,Florida,,,,,,
RLAB,REAL AMER CAP CORP,Pink Limited,0.058,-3.3333,32658,Common Stock,USA,California,,,,,,
FCGY,FORECASTAGILITY CORP,Pink Limited,0.46,,0,Common Stock,USA,California,,,,,,
GTRL,GET REAL USA INC,Pink Limited,0.25,,0,Common Stock,USA,California,,,,,,
PIOE,P10 HOLDINGS INC,Pink Limited,6.5,-1.5152,8476,Common Stock,USA,Texas,,,,,,
IMTL,IMAGE PROTECT INC,Pink Limited,0.0139,-14.7239,275241381,Common Stock,USA,California,,,,,,
GIBX,GIB CAP GROUP INC,Pink Limited,0.9582,,0,Common Stock,USA,Nevada,,,,,,
VPER,VIPER NETWORKS INC,Pink Limited,0.0176,-2.2222,44460318,Common Stock,USA,Michigan,,,,,,
GDET,GD ENTERTAIN & TECH NEW,Pink Limited,0.0031,-24.3902,343413217,Common Stock,USA,New Jersey,,,,,,
ACPS,AC PARTNERS INC,Pink Limited,0,,0,Common Stock,USA,Florida,,,,,,
ITNM,INTL MONETARY SYS LTD,Pink Limited,6,,0,Common Stock,USA,Wisconsin,,,,,,
MAAL,MARKETING ALLIANCE INC,Pink Limited,2.88,,0,Common Stock,USA,Missouri,,,,,,
TCPP,TRINITY CAP PARTNERS INC,Pink Limited,0.27,0,150,Common Stock,USA,New York,,,,,,
MRNJ,METATRON INC,Pink Limited,0.0026,44.4444,581521911,Common Stock,USA,Delaware,,,,,,
PCMC,PUBLIC COMPANY MGMT CORP,Pink Limited,0.24,0,10958,Common Stock,USA,California,,,,,,
CAFI,CONSUMER AUTOMOT FIN INC,Pink Limited,0.06795,,0,Common Stock,USA,Nevada,,,,,,
ZAAG,ZA GROUP INC.,Pink Limited,0.02538,1.52,1031501,Common Stock,USA,Florida,,,,,,
BMXI,BROOKMOUNT EXPLS INC,Pink Limited,0.74,-1.3333,4676,Common Stock,USA,California,,,,,,
VTNA,VETANOVA INC,Pink Limited,0.071,,0,Common Stock,USA,Colorado,,,,,,
ONCI,ON4 COMMUNS INC,Pink Limited,0.0014,-9.6774,31407509,Common Stock,USA,New York,,,,,,
DSCR,DISCOVERY MINERALS LTD,Pink Limited,0.007,-19.5402,445999336,Common Stock,USA,Nevada,,,,,,
VRTA,VESTIN RLTY MTG I INC,Pink Limited,3,,1,Common Stock,USA,Nevada,,,,,,
RCMW,RCMW GROUP INC,Pink Limited,2.5,2.0408,5982,Common Stock,USA,Wyoming,,,,,,
INCC,INTL CONSOL COS INC,Pink Limited,0.0023,15,154856330,Common Stock,USA,Florida,,,,,,
GSFI,GREEN STREAM HOLDINGS,Pink Limited,0.092,-3.1579,502969,Common Stock,USA,New York,,,,,,
WBSI,WEBSAFETY INC,Pink Limited,1.9125,1.7287,711,Common Stock,USA,Nevada,,,,,,
GRLT,GRILLIT INC,Pink Limited,0.0022,-18.5185,39084446,Common Stock,USA,Maine,,,,,,
THCT,THC THERAPEUTICS INC,Pink Limited,0.25497,-2.8316,8533,Common Stock,USA,Nevada,,,,,,
OCBM,PREFERRED COMMERCE INC,Pink Limited,0.3,20,6500,Common Stock,USA,Florida,,,,,,
ATCC,AMERITRUST CORPORATION,Pink Limited,0.47,13.4992,167596,Common Stock,USA,Wyoming,,,,,,
IVDA,IVEDA SOLUTIONS INC,Pink Limited,0.41,-2.381,25263,Common Stock,USA,Arizona,,,,,,
TMSH,TRANSGLOBAL ASSETS INC,Pink Limited,0.0181,-31.6981,6611154,Common Stock,USA,Wyoming,,,,,,
BRRN,BORN INC,Pink Limited,1.15,0,9650,Common Stock,USA,Nevada,,,,,,
LFLS,LOANS4LESS.COM INC,Pink Limited,0.028,,0,Common Stock,USA,California,,,,,,
SBDG,SMALL BUSINESS DEV GRP,Pink Limited,0.44,,0,Common Stock,USA,Florida,,,,,,
AMNP,AMERICAN SIERRA GOLD CORP,Pink Limited,0.03825,,0,Common Stock,USA,Indiana,,,,,,
